mut_rate,chrom,time,mean_heterozygosity,CI_5%,CI_95%,stdev
med,pos-sex,40000,9.287687455564404,7.962379423591476,10.612995487537333,15.068303564472313
med,pos-sex,39800,9.055444387424766,7.754208224443168,10.356680550406363,14.794614564953006
med,pos-sex,39600,9.148394168239724,7.84851457533322,10.448273761146227,14.779190822543805
med,pos-sex,39400,9.179075829007667,7.90313760228894,10.455014055726394,14.506985595711694
med,pos-sex,39200,8.67214851024163,7.443805701145188,9.900491319338073,13.965841813505238
med,pos-sex,39000,8.602519032146414,7.3756138864440715,9.829424177848757,13.949496067517744
med,pos-sex,38800,8.512022164438342,7.282426767063214,9.74161756181347,13.980083318098279
med,pos-sex,38600,8.537786760236271,7.325191342486582,9.750382177985959,13.786799306075325
med,pos-sex,38400,8.718198428645039,7.489031492318212,9.947365364971866,13.97521186105916
med,pos-sex,38200,8.895615512590311,7.666859298181082,10.12437172699954,13.970542091929543
med,pos-sex,38000,9.122118846668632,7.887121076991555,10.35711661634571,14.0415064618884
med,pos-sex,37800,9.242451235548797,7.9811909445290645,10.50371152656853,14.340102436871252
med,pos-sex,37600,9.249218491453075,8.003760987766448,10.494675995139701,14.160430095833993
med,pos-sex,37400,9.248918737929213,8.027181092722156,10.47065638313627,13.890743336640059
med,pos-sex,37200,9.171125211315006,7.946594645577566,10.395655777052447,13.922497897367064
med,pos-sex,37000,9.21576539098522,8.007707043560307,10.423823738410134,13.735214352768063
med,pos-sex,36800,9.290609716243472,8.036297168813906,10.544922263673037,14.2611089448082
med,pos-sex,36600,9.355419854743698,8.097036715488043,10.613802993999352,14.307390195538463
med,pos-sex,36400,9.127986144846039,7.850299850699828,10.405672438992251,14.526860530453687
med,pos-sex,36200,9.13173279387936,7.8679107325917865,10.395554855166933,14.369228897382321
med,pos-sex,36000,9.056710350999126,7.783594649018069,10.32982605298018,14.47489444517203
med,pos-sex,35800,9.40193653123329,8.097687734091458,10.70618532837512,14.828867195254738
med,pos-sex,35600,8.973192706070764,7.679813049970415,10.266572362171113,14.705288741984297
med,pos-sex,35400,8.754498786306835,7.455297918505361,10.053699654108307,14.771473947920928
med,pos-sex,35200,8.575401750518365,7.289289425219753,9.861514075816977,14.622661651540275
med,pos-sex,35000,8.280987468182012,7.0281184335429145,9.53385650282111,14.244696693164629
med,pos-sex,34800,8.429808663488854,7.188247925362451,9.671369401615259,14.11612519088778
med,pos-sex,34600,8.405234002605855,7.191555009247057,9.618912995964653,13.799119193844227
med,pos-sex,34400,8.588391551910288,7.360265389592664,9.816517714227912,13.963378612988265
med,pos-sex,34200,8.333475755524981,7.118121601142553,9.54882990990741,13.818165207461037
med,pos-sex,34000,8.263512376210358,7.064402896195289,9.462621856225425,13.63346876047053
med,pos-sex,33800,8.243574235399082,7.0630682885115945,9.42408018228657,13.421952888103263
med,pos-sex,33600,8.206770781266094,7.0278806322102225,9.385660930321967,13.403581813878835
