mut_rate,chrom,time,mean_heterozygosity,CI_5%,CI_95%,stdev,Ne,Fis
med,neut-sex,40000,36.61576241796289,35.37847971476377,37.85304512116201,14.067485382338727,3661.576241796289,-0.766295817412042
med,neut-sex,39800,36.4401191693257,35.1848037318774,37.69543460677399,14.272511464735182,3644.0119169325694,-0.7764601894327764
med,neut-sex,39600,36.48196292502821,35.23624532503459,37.72768052502184,14.163387302774042,3648.196292502821,-0.7847649842555152
med,neut-sex,39400,36.49182254562146,35.210391470078214,37.773253621164706,14.569437426927442,3649.1822545621458,-0.7929469483093071
med,neut-sex,39200,35.99502755774761,34.705188803647566,37.28486631184766,14.665029885216326,3599.502755774761,-0.7870428931915466
med,neut-sex,39000,36.5733419385213,35.3015341545587,37.8451497224839,14.460023860172848,3657.33419385213,-0.7953412277392032
med,neut-sex,38800,35.80807929248776,34.54279026067643,37.07336832429909,14.385907855510403,3580.8079292487755,-0.7774930332651837
med,neut-sex,38600,36.72646254985557,35.4560550168322,37.996870082878935,14.444103481129055,3672.646254985557,-0.7801556495326786
med,neut-sex,38400,36.166490964486435,34.88726493842535,37.44571699054752,14.544366760961179,3616.649096448643,-0.7810397777334183
med,neut-sex,38200,35.7941773030073,34.523824518047434,37.06453008796717,14.44348101418522,3579.41773030073,-0.7649455351160648
med,neut-sex,38000,36.32668792621503,35.089251505023,37.56412434740706,14.069233103868049,3632.6687926215027,-0.7740692304744784
med,neut-sex,37800,36.494777440798615,35.2388076422517,37.75074723934553,14.27995132885502,3649.477744079861,-0.7645077700516291
med,neut-sex,37600,35.92379069927116,34.76175567108675,37.085825727455564,13.211944796838283,3592.3790699271153,-0.7694663453907311
med,neut-sex,37400,35.70466316923675,34.53411782185137,36.87520851662214,13.308704244496738,3570.466316923675,-0.7689349353574584
med,neut-sex,37200,35.916808712601124,34.7226730248443,37.11094440035795,13.576918426657048,3591.6808712601123,-0.7750455616154847
med,neut-sex,37000,35.742822837221176,34.546810085200136,36.93883558924222,13.598260011753299,3574.2822837221174,-0.7544969644622997
med,neut-sex,36800,35.45599956235029,34.28268068855137,36.62931843614921,13.340238300682154,3545.5999562350294,-0.7709180662153391
med,neut-sex,36600,35.49757278327191,34.32177750820333,36.67336805834049,13.368394144590422,3549.757278327191,-0.7690996382092854
med,neut-sex,36400,34.883610544954195,33.72135243103022,36.04586865887817,13.21448120615879,3488.361054495419,-0.7716127494418645
med,neut-sex,36200,35.16689164044346,33.95357337406346,36.38020990682346,13.795017850240065,3516.689164044346,-0.771012332460695
med,neut-sex,36000,35.556485129906605,34.32557284826222,36.78739741155099,13.995055846333058,3555.64851299066,-0.79180014361822
med,neut-sex,35800,35.347104825270904,34.17394409314413,36.52026555739768,13.338440283417752,3534.7104825270903,-0.7869082367051514
med,neut-sex,35600,35.70837806089678,34.507973912203084,36.90878220959047,13.648188704962113,3570.8378060896775,-0.7803562099114368
med,neut-sex,35400,35.43256317729401,34.262303141631264,36.60282321295675,13.305460346818872,3543.2563177294005,-0.7941693142909307
med,neut-sex,35200,35.11646390506586,33.92102361821217,36.311904191919545,13.59175127664149,3511.6463905065852,-0.7811924213374095
med,neut-sex,35000,34.37835012645401,33.21651690779375,35.540183345114265,13.209650290882914,3437.8350126454006,-0.758728511264345
med,neut-sex,34800,35.074574522024136,33.95517661817994,36.19397242586833,12.727175130334437,3507.4574522024136,-0.7847331245556315
med,neut-sex,34600,34.71721990559054,33.58057155605684,35.85386825512424,12.923306856696124,3471.7219905590537,-0.7854810980292031
med,neut-sex,34400,34.40151835930489,33.268767033095756,35.53426968551402,12.878999021056623,3440.1518359304887,-0.7815405617073212
med,neut-sex,34200,34.71085289704521,33.588077262064566,35.83362853202585,12.765578789631181,3471.08528970452,-0.7685365794721212
med,neut-sex,34000,34.2730868834485,33.165543731760565,35.380630035136434,12.592390612424133,3427.3086883448495,-0.782481049063487
med,neut-sex,33800,34.019381641516915,32.878568202365656,35.160195080668174,12.970662515317775,3401.938164151691,-0.7974555011766994
med,neut-sex,33600,33.912558293821434,32.75217554036711,35.072941047275755,13.193158992629684,3391.2558293821435,-0.7882248677431987
med,neut-sex,33400,33.557778276595506,32.42752950367179,34.68802704951922,12.850545837584406,3355.7778276595504,-0.790674069207172
med,neut-sex,33200,33.78538883425732,32.68896787790968,34.881809790604954,12.465935017462158,3378.5388834257315,-0.7925240169389357
med,neut-sex,33000,33.98218923324441,32.87858027714421,35.085798189344615,12.547660140739188,3398.218923324441,-0.7741261587497741
med,neut-sex,32800,33.77279899699902,32.60839843643177,34.937199557566274,13.238840099044634,3377.279899699902,-0.7824602707416893
med,neut-sex,32600,33.86187301508634,32.71720304310827,35.00654298706441,13.014509987708198,3386.1873015086335,-0.784229586109529
med,neut-sex,32400,33.441822513161995,32.2590587689411,34.62458625738289,13.447623279277288,3344.182251316199,-0.7603514744223745
med,neut-sex,32200,33.86438214026197,32.67129524538237,35.057469035141565,13.564994006771911,3386.4382140261964,-0.776617927912519
med,neut-sex,32000,33.43376615689532,32.292520781275215,34.57501153251542,12.97557348671166,3343.3766156895313,-0.7846122700604018
med,neut-sex,31800,33.69862123554332,32.566806119701624,34.83043635138502,12.868354626186608,3369.8621235543324,-0.7785393709815758
med,neut-sex,31600,32.7050662708051,31.66557273808305,33.744559803527146,11.81868948688414,3270.506627080509,-0.7786574216986628
med,neut-sex,31400,33.14824897552774,32.039053249839604,34.25744470121588,12.611179819232722,3314.8248975527745,-0.7749037221780942
