mut_rate,chrom,time,mean_heterozygosity,CI_5%,CI_95%,stdev
med,neut,40000,197.70602959348565,190.69979215765485,204.71226702931645,79.6585472818029
med,neut,39800,196.5273597161053,189.52912032283282,203.5255991093778,79.56761224611094
med,neut,39600,195.1522448591616,188.19337704427204,202.11111267405118,79.11997073140364
med,neut,39400,194.3728018757327,187.35208805859781,201.3935156928676,79.82313883542119
med,neut,39200,193.72643452362092,186.80152972402166,200.65133932322018,78.73382274767992
med,neut,39000,192.5477646462406,185.56988624295448,199.52564304952674,79.33611468434736
med,neut,38800,191.8760495548303,184.93892696923677,198.81317214042383,78.87273483740226
med,neut,38600,191.27404074649093,184.3816073423571,198.16647415062474,78.36463397629142
med,neut,38400,190.0510123253382,183.13528817451504,196.96673647616137,78.629441879731
med,neut,38200,189.08779823199518,182.1517970281361,196.02379943585427,78.85998510679009
med,neut,38000,188.3907354012864,181.58192085187684,195.19954995069597,77.41391591203677
med,neut,37800,187.07265295776432,180.2858876164489,193.85941829907975,77.16322388203047
med,neut,37600,186.10943886442126,179.28302985493477,192.93584787390776,77.61395896549776
med,neut,37400,184.29707550457843,177.50332088788974,191.09083012126712,77.24268957640457
med,neut,37200,183.95488102404866,177.19681595376014,190.71294609433718,76.83691151857784
med,neut,37000,183.0170146700041,176.29583075838576,189.73819858162244,76.41758523272983
med,neut,36800,181.8827033363962,175.12391348286334,188.64149318992904,76.84515205864878
med,neut,36600,180.64066411076962,173.94911103281535,187.3322171887239,76.08069268718776
med,neut,36400,179.50635277716165,172.76868364839208,186.24402190593122,76.60501656972332
med,neut,36200,178.790279141979,172.11231311768051,185.46824516627748,75.92621248779805
med,neut,36000,177.44684895915847,170.7873576376851,184.10634028063185,75.71616137234695
med,neut,35800,176.79414467222202,170.1504549909977,183.43783435344633,75.53650207326697
med,neut,35600,175.52042077247233,168.88743563217363,182.15340591277103,75.4147950675791
med,neut,35400,175.70419188238645,169.06799534323736,182.34038842153555,75.45130758510467
med,neut,35200,174.7092931149203,168.1310169751288,181.28756925471183,74.7927722566828
med,neut,35000,173.86648078324512,167.3398463609202,180.39311520557004,74.20562341535334
med,neut,34800,173.0807008649916,166.6361389098882,179.525262820095,73.27248725338684
med,neut,34600,172.07946516270079,165.64612141410288,178.5128089112987,73.14494004398637
med,neut,34400,171.83866163936503,165.410961786937,178.26636149179305,73.0807708555996
med,neut,34200,170.48889452171983,164.0920549786317,176.88573406480796,72.72989958793318
med,neut,34000,169.29121383986566,162.90520089758124,175.6772267821501,72.60680480276163
med,neut,33800,169.02506257723138,162.6442251706459,175.40589998381685,72.54796071433924
med,neut,33600,167.61192611133995,161.22585905229343,173.99799317038648,72.60742009202256
med,neut,33400,167.06061278159754,160.66732054637635,173.45390501681874,72.68956789863053
med,neut,33200,165.69183485947846,159.37794045490887,172.00572926404806,71.7868414488122
med,neut,33000,164.64624061341527,158.34449100611846,170.9479902207121,71.64875921613849
med,neut,32800,164.6715883527138,158.29517704831156,171.04799965711604,72.49763743122668
med,neut,32600,163.4739076708596,157.15471663569622,169.793098706023,71.84706234518552
med,neut,32400,162.04176040049427,155.76105090702166,168.32246989396688,71.40954024629485
med,neut,32200,160.93913374100947,154.65814154014825,167.2201259418707,71.41275453357653
med,neut,32000,160.08998447450966,153.79218820523045,166.38778074378888,71.60381110150783
med,neut,31800,159.81115934222618,153.53982755423056,166.0824911302218,71.30291891038141
med,neut,31600,159.0443902284465,152.8064625789242,165.2823178779688,70.92312516682726
med,neut,31400,158.4740660942302,152.2961478864907,164.65198430196972,70.24083813339577
med,neut,31200,157.14330978105892,150.91630271353216,163.37031684858567,70.79896184732735
med,neut,31000,156.04702005639874,149.85388636730426,162.24015374549322,70.41383300432764
med,neut,30800,155.15351224612655,149.0095325520539,161.2974919401992,69.85496872483408
med,neut,30600,153.67066949716423,147.44118595173907,159.90015304258938,70.8271185624783
med,neut,30400,152.62507525110104,146.49672529024915,158.75342521195293,69.67726395045698
med,neut,30200,151.0852000887171,144.9245757861699,157.2458243912643,70.04421228720291
med,neut,30000,150.35011564906054,144.18256474182337,156.5176665562977,70.12296543712844
med,neut,29800,149.40591236019137,143.30195987016435,155.50986485021838,69.3998729683413
med,neut,29600,148.1385253952663,142.07020483691255,154.20684595362005,68.99474997045088
med,neut,29400,147.1879851715725,141.14717567046696,153.22879467267805,68.6819585649852
med,neut,29200,145.62909920471466,139.52711737997848,151.73108102945085,69.37746717126633
med,neut,29000,143.87376825829344,137.80677848307533,149.94075803351154,68.9796194168116
med,neut,28800,143.04362979626754,136.96546804012598,149.1217915524091,69.106641056996
med,neut,28600,142.34023003073415,136.2900021856679,148.3904578758004,68.78904194669794
med,neut,28400,140.8827350210703,134.89423957433797,146.8712304678026,68.08716548068581
med,neut,28200,139.66604353474227,133.75034833949286,145.58173872999168,67.25945127202642
med,neut,28000,138.78520959411932,132.79732309562925,144.7730960926094,68.08024194536584
med,neut,27800,138.26558093850002,132.33121208340063,144.19994979359942,67.47176446148201
med,neut,27600,136.8587814074332,130.93150054315237,142.78606227171406,67.39117640592086
med,neut,27400,136.01596907575808,130.13478812516766,141.8971500263485,66.86703599703114
med,neut,27200,134.91334241627325,129.0620226108523,140.7646622216942,66.52752488765815
med,neut,27000,133.8297265612623,127.98075806300876,139.67869505951586,66.50079132133445
med,neut,26800,132.95522955546403,127.09647558219443,138.81398352873364,66.61204885883318
med,neut,26600,131.59278856816957,125.80074241462756,137.38483472171157,65.85360353628928
med,neut,26400,131.37733278413234,125.63979463099453,137.11487093727013,65.233866028504
