mut_rate,chrom,time,mean_heterozygosity,CI_5%,CI_95%,stdev,Ne,Fis
high,ben,40000,279.76307203261484,276.408102352074,283.11804171315566,38.14486925030762,2797.6307203261485,-0.9034133985505719
high,ben,39800,279.90214087389364,276.5896951135568,283.2145866342305,37.66138667650121,2799.0214087389363,-0.9034345253779377
high,ben,39600,279.4471495453696,275.93763192041087,282.95666717032833,39.90202704726676,2794.4714954536958,-0.9024032588872853
high,ben,39400,280.9222525745374,277.4817067722878,284.36279837678705,39.1178407774314,2809.2225257453742,-0.9005705929658574
high,ben,39200,278.567580950935,275.1477027610205,281.98745914084947,38.882857023386435,2785.67580950935,-0.9012592721572849
high,ben,39000,278.65015666196354,275.28052483705994,282.0197884868671,38.311572867002404,2786.5015666196355,-0.8991986646538054
high,ben,38800,279.1363623192065,275.8735854455183,282.3991391928947,37.096668253556565,2791.3636231920655,-0.8984947839281894
high,ben,38600,276.86606321428826,273.44326173569806,280.28886469287846,38.91609382578245,2768.6606321428826,-0.8975847373404291
high,ben,38400,275.8490831757673,272.3002602348118,279.3979061167228,40.34891518108095,2758.490831757673,-0.8968876120444378
high,ben,38200,273.70895399341487,270.25778916883695,277.1601188179928,39.23857546562522,2737.089539934149,-0.8952382155533278
high,ben,38000,274.10035200751093,270.6548439401639,277.54586007485796,39.17426005132921,2741.0035200751095,-0.8985361114240888
high,ben,37800,274.4502381358549,271.1083572189276,277.79211905278214,37.996054439972966,2744.502381358549,-0.8998345304185176
high,ben,37600,272.4078843610401,269.121791178761,275.6939775433192,37.361766787161386,2724.078843610401,-0.8990505021561316
high,ben,37400,270.3271922856168,266.893489190815,273.76089538041856,39.04004151074094,2703.2719228561673,-0.8971733972109106
high,ben,37200,271.0780096301971,267.7088415573949,274.4471777029992,38.30630016263844,2710.7800963019704,-0.8959337439191405
high,ben,37000,267.8185770578875,264.44391078139034,271.1932433343847,38.36881287691919,2678.1857705788752,-0.8949967223573975
high,ben,36800,269.8448837932174,266.45968717035566,273.2300804160791,38.488539349430845,2698.448837932174,-0.8940710260930522
high,ben,36600,267.6556513470947,264.3938488746814,270.917453819508,37.0855896410008,2676.5565134709473,-0.8917887923456144
high,ben,36400,266.8176837727586,263.57236901590505,270.0629985296121,36.89812989794792,2668.1768377275857,-0.8935912936834418
high,ben,36200,267.02272427930404,263.7622882731256,270.2831602854825,37.07005338260562,2670.22724279304,-0.8932101248710238
high,ben,36000,266.4616123606128,263.181528633201,269.7416960880245,37.29344132016558,2664.6161236061275,-0.8936172325119042
high,ben,35800,264.67523689730035,261.42827162337625,267.92220217122446,36.916895718163275,2646.7523689730037,-0.892313606453667
high,ben,35600,262.9556607542703,259.70225913666394,266.20906237187666,36.99007476643708,2629.556607542703,-0.893694217257788
high,ben,35400,261.7247340030344,258.3850620852944,265.06440592077445,37.97093886719733,2617.2473400303443,-0.8934179518083482
high,ben,35200,262.57498334784407,259.2918985381934,265.85806815749476,37.32756260903366,2625.749833478441,-0.8929806926882582
high,ben,35000,261.8713566304123,258.49730276338045,265.2454104974442,38.36184998866508,2618.7135663041236,-0.8930787147894543
high,ben,34800,259.8670437993782,256.4869689329253,263.2471186658311,38.430306713327326,2598.670437993782,-0.8928037972127311
high,ben,34600,260.2849464770441,256.98433517102393,263.5855577830643,37.52683293815392,2602.849464770441,-0.8894557739748177
high,ben,34400,259.9201865232931,256.61174840820246,263.2286246383838,37.61582110707034,2599.2018652329316,-0.8914292182522148
high,ben,34200,259.5883692652961,256.2641475362667,262.91259099432546,37.795275453104985,2595.8836926529607,-0.8869666247059618
high,ben,34000,258.52292708388615,255.22243249489512,261.8234216728772,37.52550590505365,2585.2292708388613,-0.8852279760620203
high,ben,33800,255.7813915744712,252.5907199798738,258.9720631690686,36.27685564567279,2557.813915744712,-0.8862318828195254
high,ben,33600,255.91099683983617,252.6386305549973,259.18336312467505,37.2056966112945,2559.109968398362,-0.8828761018054347
high,ben,33400,255.8821052569365,252.67000583557967,259.09420467829335,36.5204827803077,2558.8210525693653,-0.8849847250677058
high,ben,33200,254.22784963534187,250.94097578471556,257.5147234859682,37.37064272192916,2542.2784963534186,-0.8846539249554027
high,ben,33000,253.5680899788969,250.5713459478128,256.564834009981,34.07196491382756,2535.680899788969,-0.8811273884231203
high,ben,32800,253.5616278355333,250.41657486893027,256.70668080213636,35.758187292180324,2535.616278355333,-0.881227337863996
high,ben,32600,251.70808159381272,248.5148078875191,254.90135530010633,36.30644077456455,2517.080815938127,-0.8814885082354637
high,ben,32400,252.77287338344578,249.60207907079078,255.9436676961008,36.05085768058174,2527.7287338344577,-0.8812686044835311
high,ben,32200,251.82817427854607,248.69726170780442,254.95908684928773,35.59741577927844,2518.2817427854607,-0.8782506651272681
high,ben,32000,249.52918113767626,246.3726778129983,252.68568446235423,35.88837398631665,2495.291811376763,-0.8805784958496479
high,ben,31800,247.4579665026791,244.18302286367668,250.73291014168154,37.23500025542309,2474.5796650267907,-0.8820863946833584
high,ben,31600,246.1212753581137,243.01617024226306,249.22638047396435,35.30399375576217,2461.2127535811373,-0.8819601725788851
high,ben,31400,246.19617447593097,243.0857935097624,249.30655544209955,35.36397838743523,2461.9617447593096,-0.8806220537478494
high,ben,31200,245.5676802098507,242.48641989529995,248.64894052440144,35.03288643900763,2455.676802098507,-0.8784464638199028
high,ben,31000,243.9429548704803,240.799973531977,247.08593620898358,35.73463358215463,2439.429548704803,-0.8773774750321075
high,ben,30800,244.32526215098224,241.30758630214885,247.34293799981563,34.30995259396943,2443.2526215098223,-0.8730752053927738
high,ben,30600,242.94485223278886,239.69225835361596,246.19744611196177,36.98089105395471,2429.4485223278884,-0.8705453981367637
high,ben,30400,244.12579647483275,241.08684983039623,247.16474311926927,34.55179433752915,2441.2579647483276,-0.875522130938015
high,ben,30200,244.0134757104845,240.92444888639864,247.10250253457036,35.12118902262459,2440.134757104845,-0.8717407452651339
high,ben,30000,240.66536058461793,237.5692182816249,243.76150288761096,35.20208960844538,2406.6536058461793,-0.8738611463618917
high,ben,29800,239.36291402748273,236.19996811156332,242.52585994340214,35.96162406722293,2393.6291402748275,-0.8714503135929336
high,ben,29600,239.33364216545212,236.2399512101794,242.42733312072482,35.174218614909776,2393.336421654521,-0.8722716293657024
high,ben,29400,239.79577793467996,236.61029117368983,242.9812646956701,36.2179058431808,2397.9577793467997,-0.8691683518418314
high,ben,29200,237.81684924517205,234.68451277348058,240.94918571686352,35.61360505093451,2378.1684924517203,-0.8704897930826412
high,ben,29000,236.41672144387724,233.39305180506213,239.44039108269234,34.37809995652011,2364.167214438772,-0.8699152668310723
high,ben,28800,234.21657288884649,231.09233980232696,237.340805975366,35.521472305395285,2342.165728888465,-0.8679287432694845
high,ben,28600,232.78988817492237,229.75258007271768,235.82719627712706,34.53316466717564,2327.8988817492236,-0.8668162682573908
high,ben,28400,234.42991342685264,231.44660549619772,237.41322135750755,33.91920100151052,2344.2991342685264,-0.8673020203806031
high,ben,28200,232.6221525977901,229.6205884794469,235.6237167161333,34.12676767384655,2326.221525977901,-0.8653487936704449
high,ben,28000,232.1728009248775,229.09424544603087,235.25135640372412,35.002133372929,2321.728009248775,-0.8633040504096642
high,ben,27800,231.05747141309774,227.97681068747025,234.13813213872524,35.0260693159755,2310.5747141309776,-0.8650674884801707
high,ben,27600,231.4477590338881,228.44271852512597,234.45279954265024,34.16629305577851,2314.477590338881,-0.8630689164356222
high,ben,27400,229.0478836094998,226.23308338497029,231.8626838340293,32.00332544081489,2290.478836094998,-0.8633164552623602
high,ben,27200,229.84658615632787,226.89771036237585,232.7954619502799,33.52771926617376,2298.465861563279,-0.8628713708415598
high,ben,27000,227.2106105811653,224.26522490168406,230.15599626064653,33.48803784641911,2272.106105811653,-0.8614046485739822
high,ben,26800,225.79597783760906,222.79577412991583,228.7961815453023,34.11130026540145,2257.9597783760905,-0.8585515954924625
high,ben,26600,227.4984207924669,224.52033144964741,230.4765101352864,33.859867424873876,2274.984207924669,-0.8591689113023716
high,ben,26400,224.80716484820044,221.90859325353654,227.70573644286435,32.95577755364019,2248.0716484820045,-0.8585927242176279
high,ben,26200,223.10779592531867,220.0993890989424,226.11620275169494,34.20456694719125,2231.0779592531867,-0.8585919059412772
high,ben,26000,224.10172576735155,221.1592527953698,227.0441987393333,33.45492134841428,2241.0172576735154,-0.8537704633422134
high,ben,25800,222.6790390742176,219.73488082342826,225.62319732500694,33.47408239780893,2226.790390742176,-0.8575431223546404
high,ben,25600,220.38547535669352,217.33185471913532,223.43909599425172,34.71863267060053,2203.8547535669354,-0.8553037829833464
high,ben,25400,220.69748855483562,217.73915022222488,223.65582688744635,33.63530512663794,2206.9748855483563,-0.8511382806569566
high,ben,25200,220.8114406584631,217.870483695287,223.75239762163923,33.43768484162603,2208.114406584631,-0.8490811180571042
high,ben,25000,220.3062217083593,217.3334553491372,223.27898806758137,33.79934690377268,2203.0622170835927,-0.8490830312454384
high,ben,24800,218.692078362069,215.5847922551366,221.7993644690014,35.3287908858619,2186.92078362069,-0.8468679563581776
high,ben,24600,216.09146836495594,213.26125621025412,218.92168051965777,32.17855386828101,2160.9146836495593,-0.8522999400555592
high,ben,24400,215.50598021382024,212.5869078931225,218.425052534518,33.188863866947955,2155.0598021382025,-0.8468188333031292
high,ben,24200,213.29755087001575,210.37174375020356,216.22335798982795,33.265436252426596,2132.9755087001577,-0.8489965818346833
high,ben,24000,214.56475536374097,211.70115859896552,217.42835212851642,32.55812558054326,2145.6475536374096,-0.8427585268164104
high,ben,23800,212.78650172536035,209.88756818525658,215.68543526546412,32.959892750734056,2127.8650172536036,-0.8444387336192531
