mut_rate,chrom,time,mean_heterozygosity,CI_5%,CI_95%,stdev,Ne,Fis
med,neut-sex-high,40000,16.19877090204478,15.462450242910684,16.93509156117888,8.371716570756856,1619.8770902044782,0.7584619534346815
med,neut-sex-high,39800,16.674163385741984,15.929313521166925,17.419013250317043,8.468690748568818,1667.4163385741983,0.7486612391885668
med,neut-sex-high,39600,15.738433948557342,15.019829538349411,16.457038358765274,8.170288819318708,1573.8433948557342,0.7722544595745413
med,neut-sex-high,39400,16.69230379089608,15.949343481507235,17.435264100284925,8.447207145918858,1669.230379089608,0.746542306801696
med,neut-sex-high,39200,17.046470044151466,16.302296453561638,17.790643634741294,8.46100174234808,1704.6470044151465,0.7598600045379682
med,neut-sex-high,39000,16.39311458368802,15.682782473305924,17.10344669407012,8.076235571360618,1639.311458368802,0.7642789757133297
med,neut-sex-high,38800,15.968807435612613,15.269507970015644,16.66810690120958,7.950798135888479,1596.8807435612614,0.776315373207726
med,neut-sex-high,38600,16.2974001919047,15.581766493637284,17.013033890172117,8.136512830459989,1629.74001919047,0.7643861771215582
med,neut-sex-high,38400,16.524467090833237,15.839142715413066,17.20979146625341,7.79190609264675,1652.4467090833234,0.7453584780115581
med,neut-sex-high,38200,15.932335183920541,15.205059266956557,16.659611100884526,8.26888091489899,1593.233518392054,0.7723811657546342
med,neut-sex-high,38000,16.70455314822851,15.954135191580782,17.454971104876236,8.531998070038076,1670.455314822851,0.7410529977111855
med,neut-sex-high,37800,16.00301001260379,15.301062210068253,16.70495781513933,7.98090883013364,1600.3010012603793,0.7631689300671566
med,neut-sex-high,37600,15.964261398482043,15.249620442999342,16.67890235396474,8.125225681147782,1596.426139848204,0.7776426379600682
med,neut-sex-high,37400,16.395107040302122,15.694803980359302,17.09541010024494,7.962208663776376,1639.5107040302119,0.7533394695373551
med,neut-sex-high,37200,16.41670805241408,15.713182556990905,17.120233547837255,7.998846664047622,1641.670805241408,0.7638928963650796
med,neut-sex-high,37000,16.201965159496364,15.468215368104708,16.93571495088802,8.34248667504005,1620.1965159496365,0.7595245043830737
med,neut-sex-high,36800,16.23044632051033,15.540525249754005,16.92036739126666,7.844168962143933,1623.044632051033,0.7352478302017946
med,neut-sex-high,36600,15.986658527755266,15.315962295238114,16.65735476027242,7.6255890610363375,1598.6658527755264,0.7590972975776259
med,neut-sex-high,36400,16.58111092970266,15.827610361204451,17.334611498200868,8.567046322982968,1658.1110929702659,0.7410538329233285
med,neut-sex-high,36200,16.42115032939671,15.714761562065181,17.12753909672824,8.031401096120653,1642.1150329396708,0.7249120029648226
med,neut-sex-high,36000,15.841132116963157,15.14305613186563,16.539208102060687,7.936887576889352,1584.1132116963154,0.7469438854950546
med,neut-sex-high,35800,16.588997229858602,15.835760006750462,17.342234452966743,8.564052175068575,1658.89972298586,0.7225211787151664
med,neut-sex-high,35600,16.22908178431782,15.470797594661027,16.98736597397461,8.621434475786716,1622.9081784317818,0.7646475939320295
med,neut-sex-high,35400,15.847199594291903,15.142782448839473,16.551616739744333,8.008984422960976,1584.71995942919,0.7517502994954751
med,neut-sex-high,35200,15.783747665558545,15.070242442076198,16.49725288904089,8.112312792870991,1578.3747665558544,0.7431876006122178
med,neut-sex-high,35000,15.7865735837914,15.075578579193506,16.497568588389292,8.083772454133358,1578.6573583791399,0.7662090159022722
med,neut-sex-high,34800,15.540155170926056,14.824245529527929,16.256064812324183,8.139650210419811,1554.0155170926055,0.7428721597750229
med,neut-sex-high,34600,15.390831642168544,14.642076670855403,16.139586613481686,8.513090489882922,1539.0831642168546,0.7594326225135036
med,neut-sex-high,34400,16.02706391709927,15.338276018243286,16.71585181595525,7.83128518133738,1602.7063917099267,0.7498627336230829
med,neut-sex-high,34200,16.29671017613042,15.612308475153963,16.98111187710688,7.781415596646086,1629.671017613042,0.7381517423526698
med,neut-sex-high,34000,16.374957766692084,15.673754976704707,17.07616055667946,7.9724382897277595,1637.4957766692082,0.7176790695717321
med,neut-sex-high,33800,16.095076165289015,15.444493307024857,16.745659023553173,7.39690680631644,1609.5076165289015,0.7176309912861867
med,neut-sex-high,33600,15.621825683499551,14.915251357709732,16.32840000928937,8.033510832959955,1562.182568349955,0.7625037935399375
med,neut-sex-high,33400,15.884209720838339,15.186225873707631,16.582193567969046,7.9358399994051965,1588.4209720838337,0.7431959204313514
med,neut-sex-high,33200,15.842041086019293,15.118540629523427,16.56554154251516,8.225955207775206,1584.2041086019292,0.7503314294418629
med,neut-sex-high,33000,15.981955829395215,15.25000658003977,16.71390507875066,8.322015121765128,1598.1955829395215,0.7108851656855523
med,neut-sex-high,32800,16.404349546489357,15.706169853760931,17.10252923921778,7.938066697536477,1640.4349546489357,0.7755283737808286
med,neut-sex-high,32600,16.139912495007163,15.46320979436903,16.816615195645294,7.693880569737538,1613.9912495007163,0.766080869525196
med,neut-sex-high,32400,16.467671296349526,15.747644833679246,17.187697759019805,8.186457074298163,1646.7671296349524,0.7648754913335458
med,neut-sex-high,32200,16.269221853332102,15.53273392677384,17.005709779890363,8.37361834473163,1626.92218533321,0.7526559495061582
med,neut-sex-high,32000,16.105441912731127,15.37622532186788,16.834658503594373,8.290945720007125,1610.5441912731126,0.7733297172588692
med,neut-sex-high,31800,16.202181345202508,15.49347772068629,16.910884969718726,8.057720238482869,1620.2181345202507,0.760875228556457
med,neut-sex-high,31600,16.16261609214059,15.453919270980737,16.87131291330044,8.057642886624652,1616.2616092140586,0.7685047836560904
