mut_rate,chrom,time,mean_heterozygosity,CI_5%,CI_95%,stdev,Ne,Fis
med,pos-sex-low,40000,23.076010812799733,22.123587053523405,24.028434572076062,10.828735645272829,2307.601081279973,-0.8057047102663167
med,pos-sex-low,39800,22.82619179142023,21.85771896711113,23.794664615729328,11.011208080363813,2282.619179142023,-0.7934394371872545
med,pos-sex-low,39600,23.21060285412299,22.23648574192079,24.184719966325186,11.075381722510896,2321.060285412299,-0.7863266159699319
med,pos-sex-low,39400,22.771090311799433,21.850469857043024,23.691710766555843,10.467142841714494,2277.1090311799435,-0.8114274256036352
med,pos-sex-low,39200,22.659676746449616,21.688866837571567,23.630486655327665,11.037779940558712,2265.9676746449613,-0.7950467841346311
med,pos-sex-low,39000,22.94724776048775,22.015623677427687,23.87887184354781,10.592250369617426,2294.724776048775,-0.794342093992505
med,pos-sex-low,38800,22.454650455797964,21.553493635674798,23.35580727592113,10.245847906464524,2245.4650455797964,-0.7945501725028368
med,pos-sex-low,38600,22.015028421369372,21.096297363187027,22.933759479551718,10.445661042430954,2201.502842136937,-0.7995498553725343
med,pos-sex-low,38400,22.56286766003127,21.608655453892265,23.517079866170274,10.84906968052017,2256.2867660031266,-0.7832406338332387
med,pos-sex-low,38200,22.49394393067544,21.58319678388227,23.40469107746861,10.354886673347211,2249.3943930675437,-0.8038718465857628
med,pos-sex-low,38000,22.41322397190475,21.522859233277373,23.303588710532125,10.12314559413567,2241.3223971904745,-0.7739973803535469
med,pos-sex-low,37800,22.257024517757184,21.330478637037892,23.183570398476476,10.534512928519582,2225.702451775718,-0.7862095367508608
med,pos-sex-low,37600,22.24437178931815,21.343930060316783,23.14481351831952,10.237717562544798,2224.4371789318147,-0.7829919766779815
med,pos-sex-low,37400,21.886034325127543,20.967823090756198,22.804245559498888,10.43975082171607,2188.6034325127544,-0.7900483574619727
med,pos-sex-low,37200,22.079569904129663,21.172960793958588,22.98617901430074,10.307838598123698,2207.956990412966,-0.7956244887241929
med,pos-sex-low,37000,21.79312705253638,20.89081399460984,22.695440110462922,10.258993938778264,2179.312705253638,-0.8033717201544983
med,pos-sex-low,36800,22.057580637659395,21.098860642817698,23.016300632501093,10.900321711699322,2205.7580637659394,-0.8021754889669507
med,pos-sex-low,36600,22.361454095807858,21.432439708734666,23.29046848288105,10.562579009908967,2236.145409580786,-0.7900963818892003
med,pos-sex-low,36400,22.115336673689704,21.205601736730717,23.02507161064869,10.34337819027427,2211.5336673689703,-0.7914997824832647
med,pos-sex-low,36200,21.776020006344552,20.864474601858625,22.68756541083048,10.363962593017956,2177.602000634455,-0.7849690884323373
med,pos-sex-low,36000,21.880591277965515,20.97545231326078,22.785730242670247,10.29112354197345,2188.0591277965514,-0.7901124780169165
med,pos-sex-low,35800,21.9731940463381,21.06037338032181,22.88601471235439,10.378461884805231,2197.31940463381,-0.7835339894148071
med,pos-sex-low,35600,22.389006039533367,21.502330944054286,23.275681135012448,10.081195600879884,2238.9006039533365,-0.8039992466897917
med,pos-sex-low,35400,22.09328095804011,21.215825031144593,22.97073688493563,9.976376775763157,2209.328095804011,-0.7751249316501062
med,pos-sex-low,35200,21.745171812541763,20.824065955749358,22.666277669334168,10.472661698503039,2174.517181254176,-0.7776255553462336
med,pos-sex-low,35000,22.183082920339782,21.275916774812153,23.09024906586741,10.314171901511433,2218.308292033978,-0.770308932154337
med,pos-sex-low,34800,21.4521350447079,20.571356978787932,22.33291311062787,10.014148371570428,2145.2135044707898,-0.7809637614416597
med,pos-sex-low,34600,21.394647169358255,20.475477645060806,22.313816693655703,10.45064625369184,2139.4647169358254,-0.779500762347846
med,pos-sex-low,34400,21.62593168136705,20.75625318223775,22.49561018049635,9.887950055555585,2162.5931681367047,-0.7797460368205931
med,pos-sex-low,34200,21.648650832239685,20.76028150827554,22.53702015620383,10.100458405076823,2164.865083223968,-0.7900523457986383
med,pos-sex-low,34000,21.72282604595808,20.817830119104194,22.627821972811965,10.289497250042984,2172.2826045958077,-0.7746812265237234
med,pos-sex-low,33800,21.346871808464595,20.483763038861582,22.209980578067608,9.8132544554005,2134.6871808464593,-0.7702994583359176
med,pos-sex-low,33600,21.703499859268035,20.815350850590452,22.59164886794562,10.097953494868982,2170.349985926803,-0.7970854944833435
med,pos-sex-low,33400,21.04177343339406,20.198562705196366,21.884984161591753,9.587020462245366,2104.177343339406,-0.7977480688115981
med,pos-sex-low,33200,21.25863937203651,20.399284769812944,22.117993974260074,9.770570843484904,2125.863937203651,-0.7992680817078627
med,pos-sex-low,33000,20.767931231543358,19.89711944246444,21.638743020622275,9.900835178542417,2076.7931231543357,-0.7750845942738189
med,pos-sex-low,32800,20.98106618647719,20.08577488376386,21.876357489190518,10.17915895962206,2098.1066186477187,-0.7850907140510266
med,pos-sex-low,32600,21.274144088959627,20.36513841596735,22.183149761951903,10.335086705906921,2127.4144088959624,-0.7782326211072603
med,pos-sex-low,32400,20.802617208071336,19.91137842100879,21.69385599513388,10.133083228884296,2080.2617208071333,-0.7828940759547723
med,pos-sex-low,32200,21.196400384207266,20.336077238522638,22.056723529891894,9.78158285468123,2119.640038420727,-0.7891527992319051
med,pos-sex-low,32000,21.81984700656684,20.92849856531741,22.71119544781627,10.134329959859484,2181.984700656684,-0.7686796893059135
med,pos-sex-low,31800,21.294562785721098,20.39127192611867,22.197853645323526,10.270111212742263,2129.4562785721096,-0.7716500009874603
med,pos-sex-low,31600,20.839688038755373,19.929656802338624,21.749719275172122,10.346747014779838,2083.968803875537,-0.774226941482995
