mut_rate,chrom,time,mean_heterozygosity,CI_5%,CI_95%,stdev
med,pur-sex,40000,13.848432711713638,13.19646398699495,14.500401436432327,7.4126636386398665
med,pur-sex,39800,13.912219370802308,13.26994913009896,14.554489611505657,7.302395159363557
med,pur-sex,39600,13.609618727160857,12.954956021134134,14.26428143318758,7.443293293910314
med,pur-sex,39400,14.263726848532597,13.595749440039972,14.931704257025222,7.594676952491305
med,pur-sex,39200,13.923608678571588,13.234290798047734,14.612926559095442,7.837310893445388
med,pur-sex,39000,14.189750672900137,13.511674582375361,14.867826763424913,7.709495547708748
med,pur-sex,38800,14.18678098931875,13.534500347428292,14.839061631209209,7.416210031265441
med,pur-sex,38600,14.422700653217204,13.727793976525158,15.11760732990925,7.9008536134701775
med,pur-sex,38400,13.883939312962633,13.26711668183639,14.500761944088877,7.013064455219891
med,pur-sex,38200,13.862555043528792,13.203208200904353,14.52190188615323,7.496550340943183
med,pur-sex,38000,13.925314354502657,13.257084710739504,14.59354399826581,7.597544782108485
med,pur-sex,37800,13.977534460169165,13.312339329961139,14.642729590377192,7.563043390495335
med,pur-sex,37600,14.190072973730777,13.517235056627825,14.862910890833728,7.649939289586696
med,pur-sex,37400,13.5786129815226,12.939777252691474,14.217448710353725,7.263345922327398
med,pur-sex,37200,14.010419347338544,13.343487657525793,14.677351037151295,7.582787485189181
med,pur-sex,37000,13.80699041341197,13.109705528895958,14.504275297927983,7.927893031150005
med,pur-sex,36800,13.955857193638145,13.286211701736466,14.625502685539825,7.613642496026916
med,pur-sex,36600,14.116199665296572,13.468203636134595,14.764195694458548,7.367495435344016
med,pur-sex,36400,14.277358623048858,13.610869441696956,14.943847804400761,7.5777563138259545
med,pur-sex,36200,13.908504890576133,13.270590787330734,14.546418993821531,7.252867351486884
med,pur-sex,36000,13.864360487377613,13.182402681813608,14.546318292941619,7.7536293333274875
med,pur-sex,35800,13.831417437649463,13.175167105842014,14.487667769456912,7.461344061455371
med,pur-sex,35600,14.279244764448235,13.614528262598458,14.943961266298011,7.557601548129121
med,pur-sex,35400,13.723748343149433,13.058553799945056,14.38894288635381,7.563036716462603
med,pur-sex,35200,14.258568492399972,13.586889125921443,14.9302478588785,7.636766961280792
med,pur-sex,35000,13.788175700777469,13.13098539599391,14.445366005561027,7.47203123591197
med,pur-sex,34800,13.790262876509008,13.180066127943835,14.40045962507418,6.937730414073141
med,pur-sex,34600,13.731038394931456,13.065904922275946,14.396171867586967,7.562342365000931
med,pur-sex,34400,13.646720006831082,12.989515265197047,14.303924748465116,7.47219537801346
med,pur-sex,34200,14.091008644777274,13.414686660723754,14.767330628830793,7.689551951083924
med,pur-sex,34000,14.189104042239524,13.506076703615244,14.872131380863804,7.765789562071031
med,pur-sex,33800,13.905805687000166,13.240799689193347,14.570811684806985,7.560893019135228
med,pur-sex,33600,14.203662502973577,13.543159834064081,14.864165171883073,7.509691694432983
med,pur-sex,33400,13.994940396876263,13.301505294485171,14.688375499267355,7.8841223119542265
med,pur-sex,33200,14.17447294532735,13.48345514416677,14.86549074648793,7.856638415479305
med,pur-sex,33000,13.764264359110209,13.08147783284991,14.447050885370508,7.763051607033415
med,pur-sex,32800,13.92893702998467,13.248667050638199,14.609207009331142,7.734439320744512
med,pur-sex,32600,14.025279987519086,13.369189601690792,14.68137037334738,7.459525529831286
med,pur-sex,32400,13.97879681020027,13.315287710386404,14.642305910014137,7.5438737958160385
med,pur-sex,32200,14.096985473335092,13.40172229694467,14.792248649725515,7.9049068943273015
med,pur-sex,32000,14.667276359409982,13.975110951865569,15.359441766954395,7.8696863114755224
med,pur-sex,31800,14.71026276011093,14.01767349853996,15.402852021681902,7.87450538823738
med,pur-sex,31600,14.729076535006683,14.048083223092464,15.410069846920903,7.742663367114083
med,pur-sex,31400,14.375464249616405,13.689470101646567,15.061458397586243,7.7995211797465345
med,pur-sex,31200,14.613895429733208,13.933316530951739,15.294474328514678,7.737951630118045
med,pur-sex,31000,14.373564448814083,13.730094676404473,15.017034221223692,7.3160334286934825
med,pur-sex,30800,14.305756431957393,13.625789134228018,14.985723729686768,7.730997933248358
med,pur-sex,30600,14.245771819330356,13.53566086049469,14.955882778166021,8.073721153161225
med,pur-sex,30400,14.879483566988682,14.168665615679835,15.59030151829753,8.081759418188451
med,pur-sex,30200,14.346604131731786,13.635774506371504,15.057433757092067,8.081892148200327
med,pur-sex,30000,14.334537047600872,13.676287227997259,14.992786867204485,7.484077560656472
med,pur-sex,29800,14.414386387222233,13.713016256193702,15.115756518250764,7.974340900702779
med,pur-sex,29600,14.27769869072289,13.57713543626525,14.97826194518053,7.965166987306103
med,pur-sex,29400,13.848251863810244,13.140062150263505,14.556441577356983,8.051877244773948
med,pur-sex,29200,14.103459035443858,13.401368851377741,14.805549219509976,7.982527659924862
med,pur-sex,29000,13.904390212802129,13.226789848275763,14.581990577328495,7.704086704191161
med,pur-sex,28800,13.605874993331506,12.936236505384109,14.275513481278903,7.613562863438328
med,pur-sex,28600,13.667681193648564,13.003726146606393,14.331636240690734,7.5489440648008355
med,pur-sex,28400,13.911690378315818,13.240028986852497,14.583351769779139,7.636562591444355
med,pur-sex,28200,13.95036225106032,13.288256371799834,14.612468130320805,7.527919653264912
med,pur-sex,28000,13.981882147638814,13.32633873736603,14.637425557911598,7.45330660297508
med,pur-sex,27800,13.809836778155063,13.102546048770085,14.51712750754004,8.041656099257379
med,pur-sex,27600,13.755578990258924,13.094841597833717,14.41631638268413,7.512360421327506
med,pur-sex,27400,13.607569809151443,12.95901829578479,14.256121322518094,7.373811102660134
med,pur-sex,27200,13.702435092196792,13.01292224415586,14.391947940237724,7.83952760809712
med,pur-sex,27000,13.991146937324949,13.309539401438041,14.672754473211857,7.749646885702781
med,pur-sex,26800,13.302961346236936,12.642037926250548,13.963884766223323,7.514475491707826
med,pur-sex,26600,13.708104153111028,13.076259467134944,14.339948839087112,7.1838601322841695
med,pur-sex,26400,13.762604339987085,13.089232859295608,14.435975820678562,7.656005726919676
med,pur-sex,26200,14.100371187662727,13.390036776892003,14.81070559843345,8.076261726000368
med,pur-sex,26000,13.886738844800265,13.212071606086203,14.561406083514326,7.670738056883245
med,pur-sex,25800,13.734959758329184,13.061406406110153,14.408513110548215,7.658073544604923
med,pur-sex,25600,13.797880137864057,13.117229838605596,14.478530437122519,7.738763429364713
med,pur-sex,25400,13.529440461008237,12.870288974948066,14.188591947068408,7.494329202956632
med,pur-sex,25200,13.791342550673704,13.098138112466302,14.484546988881107,7.881499738290265
med,pur-sex,25000,13.783322399932953,13.07287337969869,14.493771420167215,8.077564796793204
med,pur-sex,24800,13.81955365557507,13.132719911127248,14.506387400022893,7.809067107407666
med,pur-sex,24600,14.055637119840636,13.394376960587234,14.716897279094038,7.518304103151388
med,pur-sex,24400,13.647690881567112,12.965500499390929,14.329881263743294,7.75627365065579
med,pur-sex,24200,14.198088202029684,13.548461894047625,14.847714510011743,7.386031153503951
med,pur-sex,24000,13.707708852481614,13.034958865308639,14.38045883965459,7.648939556056602
med,pur-sex,23800,13.772496874989745,13.130309951763277,14.414683798216213,7.3014478678633346
med,pur-sex,23600,13.560302995129376,12.889904206190106,14.230701784068646,7.622207228272396
med,pur-sex,23400,13.579967162825165,12.910199254851396,14.249735070798934,7.615034325315593
med,pur-sex,23200,13.637830651763611,12.982339437684528,14.293321865842694,7.452713149926712
med,pur-sex,23000,13.573712677367297,12.916139447911165,14.231285906823429,7.4763849597780085
med,pur-sex,22800,13.881009508446974,13.227510770975409,14.53450824591854,7.430059365566496
med,pur-sex,22600,13.590514107202008,12.929180691664147,14.251847522739869,7.5191370023005675
med,pur-sex,22400,13.920093393031157,13.244553654423521,14.595633131638794,7.680658085238307
med,pur-sex,22200,13.805056063779961,13.127233188523643,14.48287893903628,7.706616575846931
med,pur-sex,22000,13.926654885496083,13.255851497032536,14.59745827395963,7.626807387863056
med,pur-sex,21800,13.740208565620383,13.056730300840313,14.423686830400454,7.770916439775465
med,pur-sex,21600,13.717763434164233,13.04427609886286,14.391250769465607,7.657322954604977
med,pur-sex,21400,13.67056048837991,13.040298393867735,14.300822582892087,7.16586660321667
med,pur-sex,21200,13.861960290939406,13.191719886369606,14.532200695509205,7.620406451621636
med,pur-sex,21000,14.054645082455036,13.379084194151282,14.730205970758789,7.6808985501217135
med,pur-sex,20800,14.055760363041824,13.40897683362847,14.702543892455177,7.353709723763514
med,pur-sex,20600,13.661655106191152,12.978821431022585,14.344488781359718,7.763587674155458
med,pur-sex,20400,13.73338279628086,13.09097729236244,14.37578830019928,7.303933056317796
med,pur-sex,20200,13.882621116522259,13.20433122841471,14.560911004629808,7.711926353831443
med,pur-sex,20000,13.785864890576377,13.123945560564428,14.447784220588327,7.525798651476005
med,pur-sex,19800,13.581986055709796,12.896864311636158,14.267107799783435,7.789602242849145
med,pur-sex,19600,13.081866888424262,12.46087820550843,13.702855571340093,7.0604310534116745
med,pur-sex,19400,13.245845060167106,12.59192841060033,13.899761709733882,7.434810884580919
med,pur-sex,19200,13.535289154935112,12.895652619905366,14.174925689964859,7.2724508176468285
med,pur-sex,19000,13.148612085493893,12.517295097317557,13.779929073670228,7.177860386983401
med,pur-sex,18800,13.52534840036796,12.885906243654205,14.164790557081716,7.270240802011958
med,pur-sex,18600,14.011023791773951,13.338038896547193,14.68400868700071,7.65161038108651
